avg_weight_g,shrimp_count,biomass_kg,feed_amount,feeding_frequency,rolling_feed_kg_7d,dissolved_oxygen,temperature,ammonia,ph,salinity,days_normalized,weight_lag_7d,weight_lag_14d,days_to_harvest,harvest_biomass_kg,early_harvest_risk,weight_delta_next
12.5771,59212,744.7154,448.6868,5,98.1585,4.2638,29.3069,0.2848,7.7956,23.2443,0.286982,10.6781,8.5357,5,707.7269,1,0.250956
17.9154,148414,2658.8947,268.2433,2,70.01,6.2495,27.4567,0.1491,7.7051,17.2207,0.371028,16.2036,14.1151,22,2712.1476,1,0.212592
4.6118,99809,460.2974,415.7577,3,117.769,4.8374,29.58,0.2065,7.8758,21.8797,0.07954,2.3401,2.1354,65,1403.6002,1,0.309362
19.0453,74788,1424.3618,114.3455,4,50.287,5.4527,28.7923,0.1697,8.0117,20.6294,0.74035,18.5088,17.8018,15,1309.1347,1,0.061931
16.5123,209521,3459.6676,164.6604,2,68.38,6.4069,28.0499,0.0913,7.8015,19.4487,0.377471,14.6326,12.5658,28,4379.5132,0,0.25299
19.8844,216490,4304.7673,159.3437,5,104.0331,4.7744,28.9568,0.2016,7.9216,22.5406,0.698992,19.3322,18.5632,15,3783.1166,1,0.059937
6.856,71641,491.1685,419.752,4,113.2435,6.3318,27.8008,0.156,7.7846,16.822,0.119491,4.353,1.8304,75,1285.3325,1,0.342968
9.6691,206942,2000.953,169.3276,3,107.4554,5.8354,27.6809,0.1557,7.8467,20.8055,0.154419,6.8062,3.692,49,4421.1124,0,0.388166
3.3127,113001,374.3389,205.4304,5,94.6567,5.9313,29.0374,0.1285,7.9988,22.338,0.046064,1.4366,1.4366,84,1972.6008,1,0.361228
12.1941,96794,1180.3164,441.5567,4,56.0608,6.7304,27.5767,0.1096,7.7974,20.2979,0.238897,10.0212,7.661,54,1877.5203,0,0.294899
12.9965,194142,2523.1655,100.2614,2,96.2634,3.7139,31.2182,0.2701,7.8157,18.8071,0.398244,11.6567,10.1514,3,2285.8487,1,0.177592
21.6275,143323,3099.7201,371.4791,2,29.9563,7.4734,27.646,0.0817,7.9256,18.1731,0.619705,20.679,19.5271,4,2811.796,0,0.118258
22.9064,204810,4691.4652,383.3699,5,67.7169,6.488,27.8936,0.0967,7.8328,17.9259,0.461372,21.6561,19.9564,0,4220.7434,0,0.139597
7.1465,202682,1448.461,214.2362,4,103.407,4.5301,27.9366,0.2147,7.7642,18.5125,0.122772,4.3034,1.1828,54,2956.7377,1,0.383106
19.8558,156663,3110.6619,312.13,3,111.3604,5.9154,27.8289,0.198,7.8277,21.4228,0.397591,18.195,16.1892,14,3094.4214,0,0.20804
10.041,92935,933.1594,389.5424,3,42.5775,6.0196,28.1665,0.1525,7.7354,21.1484,0.220719,8.0161,5.8364,69,1660.4178,1,0.276465
10.3046,111593,1149.9193,302.9261,5,81.4672,5.5263,28.4749,0.1221,7.7586,19.1118,0.158026,7.3171,4.0133,49,2050.3082,1,0.400489
24.3055,178021,4326.8929,171.8757,5,101.4873,6.3695,28.2131,0.1368,7.8039,22.2992,0.743878,24.03,23.4166,0,4123.3757,0,0.0039
10.4217,192159,2002.6323,197.3877,4,92.3757,4.4115,29.7647,0.2725,7.8242,17.8872,0.2465,8.6863,6.7304,12,2004.3442,1,0.229524
11.0569,70506,779.5793,199.8803,4,23.3693,6.5772,30.6723,0.0629,7.8298,20.2609,0.218202,8.6364,6.0264,47,1491.2548,0,0.330099
21.6933,146302,3173.779,362.5471,2,81.2104,5.1382,29.6795,0.1386,7.7795,18.5342,0.737599,21.6933,21.6263,15,2757.3852,1,0.0
8.0874,137348,1110.7818,134.9145,4,56.9837,7.3338,31.1392,0.0702,7.7689,20.3828,0.099158,4.5705,1.9676,42,2873.5808,0,0.476525
12.1074,133928,1621.5257,134.0766,3,94.7367,4.8781,29.5528,0.2665,7.8822,20.0156,0.234075,9.6913,6.976,8,1589.3522,1,0.320201
18.7369,45467,851.9088,129.4817,2,83.4676,7.1344,27.4199,0.1463,7.7844,19.6842,0.519174,17.5129,16.0959,31,868.429,1,0.158635
24.4549,72476,1772.3899,350.6065,4,52.8386,7.2638,29.7475,0.0374,7.9571,18.777,0.66387,23.8024,22.829,0,1575.8982,0,0.064695
15.9494,81398,1298.2472,97.6329,3,66.2143,5.2426,29.4254,0.1648,8.0195,22.9645,0.365593,14.3998,12.5163,22,1344.7284,1,0.193056
14.9314,186203,2780.269,292.4968,5,114.7075,4.1435,28.3736,0.3005,7.7304,20.7159,0.541278,14.4395,13.6559,3,2423.5712,1,0.043863
11.0034,88527,974.0984,397.5074,4,64.0142,5.0463,28.6184,0.2748,7.8352,18.31,0.358187,9.7228,8.3248,2,781.7096,1,0.173188
3.5394,97381,344.6733,294.6395,5,116.1766,5.3556,28.4523,0.2285,7.8684,18.7065,0.044487,1.3428,1.3428,64,1523.2913,1,0.45374
12.6455,172891,2186.2897,365.9494,2,56.5965,4.9006,29.8178,0.1882,7.9732,19.7172,0.266262,10.5587,8.1588,34,2526.0832,1,0.271886
7.8717,98228,773.2254,209.4413,4,104.9688,5.635,28.9434,0.2122,7.783,17.9118,0.161287,5.4637,2.8418,59,1641.0349,1,0.326275
9.1662,205061,1879.6305,367.2286,4,51.8296,6.352,29.2105,0.1528,7.8569,19.1548,0.172434,6.5878,3.8344,49,4280.2813,0,0.353889
10.0761,138388,1394.406,375.0864,2,95.8743,6.0864,28.9105,0.1434,7.9418,23.5088,0.174543,7.4865,4.6797,54,2865.6302,0,0.351933
17.7038,179429,3176.583,324.4778,4,93.1284,4.258,30.449,0.2681,7.7606,15.1567,0.674213,17.2814,16.6188,9,2791.783,1,0.038716
9.5888,60358,578.7606,223.9502,4,133.1688,4.301,29.8876,0.2017,7.8824,20.3242,0.209291,7.6231,5.5115,71,1016.2466,1,0.268755
19.7598,149144,2947.0554,219.1056,2,125.7704,4.8266,30.0132,0.2365,7.9067,22.9986,0.700313,19.055,18.1668,17,2449.3437,1,0.085032
17.1104,63519,1086.8362,123.2278,3,103.3628,4.9416,28.434,0.2595,7.8658,18.0107,0.545381,16.2611,15.1956,18,958.3657,1,0.102889
21.0172,193569,4068.277,158.1602,5,104.7575,5.5331,28.7452,0.2093,8.0501,21.0521,0.675897,20.3157,19.3982,15,3737.1887,1,0.081615
11.9902,86099,1032.3442,292.8907,5,99.4821,5.6693,28.3519,0.192,7.8456,20.2223,0.315788,10.4253,8.7101,54,1288.9011,1,0.211089
15.1305,189175,2862.3038,369.2785,4,69.8798,5.5423,27.9004,0.1556,7.8898,16.8416,0.394365,13.5281,11.7715,54,3657.3995,1,0.216116
5.5525,94841,526.6055,165.936,5,121.8675,3.9308,28.7354,0.2714,7.7853,17.0945,0.124406,3.721,2.2521,2,475.8702,1,0.251125
12.9719,144346,1872.4426,100.0504,5,62.9926,4.0085,28.9191,0.2508,7.7178,17.7495,0.476471,11.9471,10.8062,14,1799.3192,1,0.136737
16.1329,49469,798.0762,311.7747,5,79.3445,4.6034,29.6796,0.2596,7.7251,21.1107,0.54411,15.14,13.971,27,713.416,1,0.127012
16.2501,103280,1678.3088,363.3562,3,44.6531,4.7448,28.3326,0.2489,7.6904,24.1884,0.575366,15.4448,14.447,19,1513.3228,1,0.098656
15.3994,148991,2294.3729,99.8431,3,121.2654,6.4495,30.1084,0.0981,7.9027,19.1668,0.336108,13.481,11.4029,32,2968.7572,0,0.260844
20.7242,204818,4244.698,135.0547,2,64.9696,5.4192,28.8426,0.2057,7.5075,21.7962,0.617668,20.7165,20.3196,15,3620.1511,1,0.0
17.7334,160967,2854.4965,114.5002,3,75.4811,5.1709,27.745,0.2435,7.8956,18.5626,0.650304,17.7334,17.6354,15,2406.3231,1,0.0
14.7909,159837,2364.1327,313.9586,4,60.0535,5.9819,29.2639,0.1591,8.0221,19.6088,0.369866,13.1738,11.3955,52,2821.876,1,0.217633
22.9339,46157,1058.5581,264.415,4,120.2109,6.5898,28.4566,0.1918,7.95,20.4228,0.744274,22.8077,22.3218,0,954.437,0,0.0
22.5574,87734,1979.0503,289.2591,3,115.9581,7.3333,28.3675,0.0762,7.9364,22.9598,0.584048,21.6413,20.4483,0,1825.4936,0,0.107064
6.5676,125889,826.7899,419.5442,2,125.6498,5.7988,28.1274,0.1314,7.8928,15.7048,0.080819,3.3478,2.3992,56,2216.4751,1,0.435102
10.0105,57929,579.8958,320.1498,3,106.3365,5.7514,28.6776,0.2027,7.9073,20.8362,0.184172,7.3126,4.3349,50,1030.5763,1,0.362128
24.4822,72932,1785.5354,420.2684,2,109.2562,6.8582,27.3476,0.1243,8.0018,20.3675,0.597141,23.4291,22.0947,0,1731.5615,0,0.126405
23.4903,138703,3258.1764,244.6147,3,112.4662,7.0862,28.1609,0.1255,7.7621,22.9135,0.545802,22.7298,21.5123,0,3171.3565,0,0.067252
17.3624,118340,2054.665,266.2097,4,35.1362,4.8471,29.6444,0.2678,7.8316,19.4698,0.614366,17.1735,16.6049,3,1743.6069,1,0.0
17.0789,108312,1849.8468,160.482,5,104.6891,4.8887,29.3788,0.2547,7.8946,18.3259,0.706254,16.5809,15.9195,4,1477.1719,1,0.057032
15.7859,71801,1133.4398,193.3365,5,76.2586,6.0659,29.0338,0.1807,7.7689,16.1172,0.40058,14.2107,12.4553,45,1334.7039,1,0.210019
13.5839,79278,1076.9062,262.2959,5,21.1554,4.6467,29.392,0.2029,7.8443,20.0392,0.310551,11.868,9.8947,33,1144.5929,1,0.223557
7.7281,70260,542.9751,295.5743,3,124.3197,5.0247,29.8238,0.172,7.8925,21.495,0.192615,5.9173,3.9709,70,1093.4628,1,0.247455
19.4463,145940,2837.9994,111.672,4,76.8942,6.1097,28.6219,0.1047,7.8316,20.2262,0.555201,18.3693,17.1092,29,2714.9252,1,0.138473
18.037,211084,3807.3264,254.3794,4,24.4038,4.272,29.6246,0.2277,7.8752,19.0849,0.474891,17.2086,15.9988,15,3107.6235,1,0.084654
16.7195,215527,3603.5022,113.8886,2,21.9265,6.1713,28.4571,0.1301,7.8845,20.3319,0.373643,14.954,12.9491,37,3961.5273,1,0.2322
4.6202,168082,776.5684,308.5762,2,24.434,7.0135,29.9009,0.0879,7.8214,20.2221,0.062724,1.6764,1.5431,59,3624.6873,0,0.40611
21.2177,85261,1809.0394,301.6841,4,84.8102,5.3847,28.4021,0.1382,7.919,18.6119,0.634584,20.2372,19.0675,8,1798.6964,0,0.124103
8.0486,106113,854.0573,345.9555,5,51.6823,5.3663,28.5261,0.2018,7.8172,21.4162,0.15186,5.7614,3.2719,59,1739.7736,1,0.309967
21.5475,119156,2567.5198,358.0899,5,56.8864,6.8178,28.9915,0.0743,7.8665,22.15,0.71522,20.9902,20.2208,15,2142.6158,1,0.061132
23.9276,152690,3653.5105,224.6646,2,46.6886,6.8334,29.8241,0.1212,8.0166,20.7489,0.669779,23.174,22.1522,0,3430.0,1,0.084396
21.9215,153010,3354.2117,286.4012,3,35.3474,6.3175,28.206,0.0784,7.8473,20.464,0.366022,19.8471,17.3509,1,3113.7036,0,0.260656
8.498,116812,992.6685,236.9876,4,79.4374,7.3834,29.1824,0.0643,7.9829,22.2316,0.107107,4.7622,1.4386,36,2476.1297,0,0.505752
22.1069,138077,3052.4536,404.7062,2,109.0277,7.2398,28.4513,0.0584,7.8059,24.6449,0.537169,21.05,19.68,0,2731.2735,0,0.124099
15.1677,183544,2783.9378,399.8514,3,140.0166,4.2114,31.4915,0.2906,7.72,21.7204,0.394959,13.7313,12.0461,20,2696.8696,1,0.184263
19.0177,133103,2531.3157,320.1496,5,86.4771,5.1923,27.4718,0.2151,7.9385,17.6419,0.631702,18.634,17.9232,15,2180.2269,1,0.023736
14.3007,171357,2450.5241,295.0605,3,61.702,6.4407,29.1735,0.115,7.9086,14.9824,0.288709,12.1295,9.7286,42,3657.8239,1,0.29108
12.463,64403,802.6524,390.9096,4,117.2409,3.6701,29.949,0.2988,7.8508,22.7178,0.374862,11.1953,9.7372,7,734.487,1,0.165147
22.8041,196618,4483.7011,438.0862,2,57.3995,7.1528,28.4017,0.1333,7.8721,18.1692,0.56759,21.6749,20.2729,0,4004.5368,0,0.138087
9.3611,56796,531.6719,233.1269,3,48.7948,5.6916,29.8223,0.1155,7.7935,15.7292,0.201552,7.1519,4.7669,66,991.4783,1,0.301057
24.5318,177701,4359.3278,97.5698,5,59.935,7.0414,30.1254,0.0444,7.8624,17.8349,0.641517,23.4452,22.1341,0,3975.2492,0,0.136245
17.0699,154983,2645.5449,283.8609,3,52.8938,6.4079,28.5625,0.0948,7.8213,19.9308,0.338888,15.0934,12.8556,27,3032.3784,0,0.260517
14.3368,138949,1992.0812,409.5077,4,73.4729,4.915,29.358,0.2337,7.7488,18.2994,0.479666,13.2832,12.0748,1,1588.66,1,0.137536
9.6905,81681,791.5332,138.9566,2,41.3835,5.4237,29.6014,0.1908,7.8253,16.0197,0.15994,6.9172,3.8836,56,1479.4274,1,0.374588
16.4234,70204,1152.9911,251.2243,5,140.0108,4.4157,29.4639,0.2938,7.7864,20.2231,0.632403,16.0446,15.4121,10,922.5276,1,0.030849
15.769,200873,3167.5653,144.1892,3,122.2782,4.7016,30.886,0.2351,7.7895,21.0981,0.516638,14.8327,13.713,24,2980.968,1,0.118281
6.1852,156304,966.7785,385.2182,3,77.6442,5.9869,29.9358,0.1422,8.1303,20.2292,0.083618,3.0451,1.8242,53,3308.8408,0,0.429766
23.985,150635,3612.9749,372.2065,3,119.0016,6.8392,29.0769,0.0842,7.8191,21.9906,0.633161,22.817,21.4315,0,3466.9254,0,0.1485
5.94,197152,1171.0764,250.2868,5,113.2006,5.9457,28.7712,0.1699,7.7282,20.3511,0.119666,3.8543,1.8336,90,3617.591,1,0.287716
20.0725,77797,1561.5821,145.9768,2,128.2859,5.478,28.9817,0.203,7.7636,20.0049,0.755468,20.0725,20.0457,15,1287.6794,1,0.0
17.6544,192326,3395.4056,434.7882,5,51.6548,4.9019,29.1038,0.2207,7.6618,17.6727,0.730182,17.5109,17.0912,2,2803.3476,1,0.0
21.2768,133297,2836.1374,113.7134,5,31.4537,6.336,28.5552,0.1074,7.992,22.1492,0.56803,20.4502,19.2886,15,2410.0814,1,0.088757
18.8032,191598,3602.6592,153.159,5,70.0509,6.1741,29.5134,0.1986,7.8123,20.4352,0.704299,18.7855,18.4743,15,2959.5688,1,0.0
12.2911,205390,2524.4765,327.0808,4,62.5141,4.7849,28.9907,0.2954,7.7531,18.4639,0.387272,10.9941,9.5487,34,2906.9163,1,0.17292
10.9491,161341,1766.5429,255.2262,5,101.0363,5.8114,28.944,0.1229,7.8882,20.9955,0.163212,7.5837,3.8656,35,3447.1278,0,0.451439
16.5302,182510,3016.9283,352.9959,4,108.4108,7.6341,27.2854,0.1026,7.9824,24.1558,0.231856,13.4554,9.974,17,3683.117,0,0.405298
11.2035,108297,1213.3029,387.2676,3,58.8398,5.6601,29.3777,0.2159,8.0203,21.8989,0.201095,8.5235,5.5545,48,1942.487,1,0.35882
19.2604,101860,1961.8675,230.4554,2,80.1358,5.1846,30.5989,0.1842,7.7045,16.4108,0.735471,19.0626,18.5771,15,1695.6056,1,4.1e-05
8.5124,154097,1311.7342,336.0047,5,71.427,4.4718,30.8339,0.2669,7.8836,20.7587,0.26862,7.1451,5.6759,5,1168.3414,1,0.186898
19.1359,153162,2930.8943,431.7916,2,80.2984,6.4639,30.1855,0.1783,7.8392,20.4973,0.482557,18.2437,16.9412,15,2604.3688,1,0.091183
12.9672,82967,1075.8489,198.7454,3,26.6742,6.2661,28.5065,0.1156,7.7766,19.2401,0.268181,10.7981,8.4433,44,1783.3228,0,0.294493
6.1793,195195,1206.1619,160.5324,2,84.732,6.3479,31.0853,0.0843,7.8929,19.5538,0.082043,3.2539,2.2389,64,4166.0564,0,0.40022
4.456,120225,535.7184,434.5154,2,43.8946,6.8522,30.2143,0.1285,7.8417,20.8122,0.064296,0.9809,0.668,52,2485.7625,0,0.476488
13.2991,177282,2357.6922,157.318,5,20.2358,4.7837,30.049,0.1976,7.8836,23.6952,0.298257,11.4566,9.3954,43,2712.4711,1,0.244973
5.5417,50420,279.4111,149.5464,5,125.7432,4.5935,29.6177,0.2779,7.6679,16.4021,0.111283,3.3403,1.8207,4,281.1274,1,0.301015
22.0391,165753,3653.0508,101.9281,5,28.4416,6.3403,29.0205,0.179,7.9403,19.8751,0.66964,21.4222,20.5394,0,3463.5258,0,0.06476
20.1217,138540,2787.6658,261.6404,4,120.4992,5.5188,29.9187,0.1932,7.8792,20.0301,0.615046,20.1217,19.8901,15,2395.8244,1,0.0
9.3225,200634,1870.4095,417.9337,3,95.1662,5.5716,30.3742,0.1638,7.9068,22.2475,0.169991,6.6079,3.6755,52,4143.7697,0,0.369773
10.066,176423,1775.8651,238.4953,3,83.6772,5.6322,28.9345,0.273,7.7894,18.8074,0.193248,7.5732,4.8353,53,2897.2138,1,0.335748
8.7091,118691,1033.6915,375.8384,5,102.0773,5.7242,29.192,0.1892,7.7819,21.3019,0.150694,6.0427,3.1532,63,2279.554,1,0.362435
7.9621,107711,857.61,191.7066,2,26.851,6.7813,28.7899,0.0791,7.9631,19.1766,0.104702,4.3848,1.3465,39,2277.8673,0,0.486368
18.9375,98710,1869.3233,419.4502,3,122.3738,5.3134,29.6555,0.2116,7.7916,19.7565,0.502097,18.132,16.9497,15,1557.0614,1,0.081717
4.0521,88189,357.3476,267.4262,4,119.5778,6.035,28.1853,0.1241,7.9248,19.8744,0.058268,0.9161,0.9161,59,1891.4418,0,0.445642
11.135,104143,1159.6314,289.6429,5,98.2662,6.7116,28.776,0.0508,7.8119,18.5057,0.241855,9.0473,6.8132,55,2027.9324,0,0.28613
13.2066,165223,2182.042,335.4722,5,111.3286,4.5971,27.2036,0.2945,7.8272,16.276,0.301163,11.3682,9.2204,16,2304.5126,1,0.236622
6.3476,187843,1192.3563,312.4949,4,40.4228,4.5533,30.4995,0.2105,7.9342,19.5167,0.183399,4.6049,2.7451,79,2684.5225,1,0.239305
12.2437,212064,2596.4533,174.3807,5,69.625,4.6807,30.7579,0.2222,8.0122,19.5725,0.356646,10.8427,9.2685,41,2828.1879,1,0.185703
18.3442,46356,850.3644,84.4329,5,136.1536,5.0491,28.8628,0.2624,7.778,20.1927,0.509196,17.5048,16.3168,15,741.67,1,0.089332
12.7658,126396,1613.5436,437.4036,2,33.2965,4.5011,29.6286,0.2977,7.7853,22.0509,0.358589,11.2582,9.5961,43,1812.9132,1,0.202508
18.8498,149040,2809.3689,107.0042,2,77.2686,4.984,31.959,0.2313,7.7839,17.8347,0.780115,18.8498,18.6933,15,2327.6424,1,0.0
21.2708,125058,2660.0794,376.0904,3,96.536,5.9371,26.6918,0.1561,7.849,20.188,0.660882,21.2708,21.1358,15,2227.5015,1,0.0
19.8513,219998,4367.2432,327.569,4,81.3688,6.3436,28.5941,0.1588,7.8281,18.5598,0.61888,18.8464,17.6634,27,4259.1363,1,0.128565
13.0159,142112,1849.7156,91.3939,3,111.0001,4.5992,30.0832,0.2658,7.8207,20.0195,0.461905,11.9566,10.7589,7,1632.398,1,0.139761
17.0485,162011,2762.0389,129.431,2,111.5617,4.3149,29.2627,0.2479,7.7786,23.1519,0.78146,17.0485,17.0485,15,2148.2284,1,0.0
4.1637,134620,560.5208,351.2748,5,108.1205,5.4594,29.2982,0.2352,7.7212,20.4092,0.047728,1.8974,1.8974,60,2278.4234,1,0.462635
20.2903,72046,1461.8342,337.2404,5,76.0414,4.7997,30.2709,0.2,7.8363,21.5747,0.597745,19.8568,19.031,15,1181.0686,1,0.024203
21.1405,127405,2693.4053,213.3667,4,26.1287,6.3836,27.4903,0.1343,7.9587,19.565,0.503435,19.823,18.2251,6,2638.3513,0,0.16447
17.9787,71103,1278.3414,148.784,3,60.6759,6.3909,29.1481,0.1247,7.8178,20.9213,0.355918,16.1902,14.0737,27,1368.8832,1,0.227859
13.296,177813,2364.2022,449.665,5,112.0364,4.9114,31.6568,0.283,7.8249,24.3854,0.314024,11.4839,9.4212,3,2048.8283,1,0.237914
21.1327,129382,2734.1938,314.1645,2,22.6624,6.4879,28.3202,0.1212,7.7657,22.1351,0.518511,20.0127,18.5833,8,2732.4977,0,0.13352
11.9105,115043,1370.2236,366.1323,3,75.7494,4.3409,29.6506,0.2753,7.8472,18.1668,0.347813,10.3947,8.7433,8,1241.7507,1,0.205302
16.9675,80772,1370.4998,244.9352,4,42.8867,4.333,29.1443,0.307,7.8484,24.2562,0.531971,16.2385,15.226,11,1187.2632,1,0.079408
12.3929,144989,1796.8292,222.6877,2,121.3757,5.467,27.8306,0.1873,7.6671,23.6926,0.243703,10.0811,7.5513,53,3016.669,0,0.312164
15.6339,121138,1893.8536,91.1434,3,107.8743,4.9602,29.1183,0.2465,7.6763,20.6746,0.586269,15.094,14.33,14,1671.3183,1,0.05746
20.6517,146789,3031.4467,329.4513,4,109.007,5.8797,30.6137,0.1858,7.8603,18.3909,0.549371,19.5084,18.1344,12,3098.5936,0,0.143815
11.0714,125104,1385.0791,446.4728,5,69.1633,4.5561,28.1432,0.2486,7.8633,17.9798,0.368601,9.7619,8.3166,1,1130.141,1,0.175793
7.7078,111698,860.9492,136.5005,4,58.0796,6.0465,30.0599,0.1905,7.9576,18.5395,0.148411,5.4032,2.9244,70,1964.9088,1,0.314821
14.4994,80185,1162.6345,288.2664,4,116.9945,5.0804,28.5843,0.2601,7.9359,19.1766,0.445848,13.4706,12.214,9,1079.9121,1,0.127651
17.9032,80855,1447.5595,340.6564,3,39.0274,4.1904,30.6927,0.2851,7.8311,17.2502,0.660909,17.9032,17.8313,11,1136.6137,1,0.0
18.7051,123272,2305.8105,364.4537,3,97.4477,5.5016,29.7631,0.2155,7.7504,24.2262,0.587109,17.8745,16.8181,17,2074.2174,1,0.099331
13.0851,168770,2208.3704,324.8866,2,19.4132,4.5226,28.3616,0.2079,7.8573,18.7526,0.404925,11.8258,10.4103,30,2302.1512,1,0.166857
10.3087,52100,537.0836,138.3648,4,24.4993,5.7125,28.6803,0.2268,7.815,21.2609,0.246746,8.3811,6.2986,65,829.119,1,0.262552
21.8243,137468,3000.1427,300.0999,3,126.3692,6.6159,28.659,0.1369,7.8072,21.3311,0.546466,20.6805,19.2698,2,2730.1728,0,0.140712
19.0377,119754,2279.8398,414.7428,2,37.2915,6.9524,29.0116,0.1001,7.763,20.8022,0.37766,16.9902,14.6413,14,2444.1587,0,0.267261
16.739,164101,2746.8918,338.5384,4,85.7278,4.7999,30.0145,0.2234,8.146,20.2012,0.534472,15.8555,14.7601,4,2325.2533,1,0.108192
6.9584,160763,1118.6545,80.4697,3,76.3469,6.197,29.2355,0.185,7.6671,19.1391,0.133634,4.2864,1.4242,68,3224.3486,1,0.365998
22.0455,126497,2788.6884,436.3501,2,114.9509,7.222,29.9933,0.115,7.8649,19.4864,0.682604,21.2346,20.2143,0,2609.9158,0,0.097979
13.7445,66142,909.0878,115.1089,3,122.9976,4.7145,28.5687,0.2572,7.9597,20.4231,0.497356,12.735,11.6026,3,794.3646,1,0.13398
2.9617,170192,504.0571,369.1229,4,17.8601,6.1352,28.4852,0.1482,8.0447,22.47,0.050268,0.7459,0.7459,85,3122.3527,1,0.368641
21.6046,68584,1481.7282,288.1389,4,20.1926,6.4679,29.3518,0.1143,7.7865,19.4481,0.763796,21.3504,20.8282,15,1207.3216,1,0.009586
4.0608,63587,258.2123,335.4872,3,130.4802,4.278,29.4862,0.2767,7.9581,18.081,0.096448,2.0528,1.0051,12,362.9229,1,0.277318
14.856,163920,2435.1916,392.1898,3,41.9376,4.5939,30.5838,0.2797,7.7969,18.857,0.448198,13.5856,12.1257,10,2145.3843,1,0.165597
17.7413,115798,2054.4126,282.602,4,60.1212,5.5075,27.5689,0.2372,7.7231,18.2588,0.55731,16.7698,15.609,25,1824.1477,1,0.122821
10.3289,142439,1471.232,84.9318,4,101.3417,5.6797,28.3448,0.1619,7.9962,21.8464,0.183833,7.6067,4.5837,47,2493.6772,1,0.363831
17.5981,106669,1877.1687,383.484,2,87.967,5.3117,27.4587,0.2127,8.003,19.7792,0.560511,16.586,15.4142,31,1877.3273,1,0.131172
4.2357,164744,697.8072,315.9409,4,87.424,5.333,28.6143,0.247,7.7105,21.0554,0.067715,2.1744,2.1744,86,2518.2076,1,0.317788
12.0252,100334,1206.5316,150.4978,4,71.0236,5.2547,30.2113,0.2677,7.6766,18.0103,0.258546,10.0082,7.7582,45,1588.4627,1,0.268708
11.9714,66605,797.3527,446.0145,5,110.541,7.0621,29.7597,0.0763,7.6828,19.5687,0.188105,9.1824,6.1729,34,1349.2494,0,0.380155
7.7696,179398,1393.8568,194.1234,3,50.3519,5.4497,30.3244,0.2115,7.9839,17.9292,0.128406,5.0733,2.1217,55,3048.5529,1,0.363997
20.7395,130937,2715.5725,333.0118,2,34.2153,5.95,29.6752,0.1645,7.9274,21.9607,0.631242,19.7953,18.665,14,2796.633,0,0.119172
20.7903,101180,2103.5661,389.6594,4,83.0505,6.6072,28.6656,0.113,8.0159,20.0362,0.745025,20.7555,20.4025,15,1873.0751,1,0.0
4.1677,170823,711.9463,270.5631,4,133.7363,4.3887,29.6196,0.2657,7.8661,20.8134,0.084091,1.6796,0.8052,1,666.8889,1,0.340516
11.5397,200593,2314.7735,163.7017,2,100.7402,7.1849,29.6068,0.1214,7.6687,16.0772,0.223317,9.0432,6.3617,40,4015.0265,0,0.34133
15.3691,192495,2958.477,252.2632,5,91.4215,4.2367,29.8768,0.2941,7.8747,18.7415,0.719177,14.955,14.3833,5,2362.5891,1,0.045424
11.107,144200,1601.634,135.7234,4,38.1079,4.9106,28.9266,0.2378,7.8475,23.498,0.410731,9.946,8.6712,28,1813.3899,1,0.156398
17.9865,134387,2417.154,254.539,2,126.4927,6.1162,28.8868,0.1519,7.7115,19.1849,0.456821,16.4385,14.7273,25,2745.5164,0,0.207584
7.103,127711,907.1323,156.8147,3,100.1185,5.4383,30.5481,0.172,7.8498,19.6561,0.138045,4.6886,2.0747,64,2027.9279,1,0.328394
19.95,89961,1794.7258,433.2372,3,17.0405,5.6049,31.0141,0.1856,7.7823,15.3835,0.600442,19.3245,18.3911,15,1609.5539,1,0.062001
14.5952,57097,833.3397,374.4078,5,25.8679,6.1386,27.3398,0.078,7.9567,19.82,0.221966,11.6253,8.2699,27,1128.2689,0,0.392052
18.4241,52998,976.4402,156.2281,4,45.9915,4.8229,28.361,0.2767,7.8767,20.0804,0.591977,18.0122,17.2701,11,846.2664,1,0.027773
17.2593,130932,2259.795,186.7324,2,138.0248,4.6727,30.8228,0.2844,7.976,22.0959,0.739456,17.1993,16.8579,2,1864.3284,1,0.0
4.0039,198630,795.3022,274.3834,5,88.0025,4.1933,28.5974,0.2284,7.8219,15.9213,0.070393,1.744,1.744,11,1266.9684,1,0.321347
19.1314,82192,1572.4459,396.8674,5,117.4825,5.8078,28.6867,0.1714,7.7121,22.7251,0.682772,18.8807,18.3438,15,1351.2204,1,0.006446
9.409,181368,1706.4902,318.2234,5,78.7548,6.9211,28.2738,0.1098,7.951,20.1175,0.141914,6.4898,3.3416,44,3802.1414,1,0.398067
20.2363,172225,3485.1918,293.9629,2,29.7207,5.8745,29.528,0.1705,7.7727,22.4267,0.70725,20.1799,19.7858,15,2988.6169,1,0.0
5.9273,60460,358.362,360.1426,2,56.3602,4.4887,30.636,0.2763,7.8644,22.542,0.113077,3.7176,2.2344,6,397.9257,1,0.300586
18.2736,79533,1453.3517,118.6285,5,41.1018,4.789,28.2217,0.2401,7.8967,20.0534,0.595251,17.3853,16.311,22,1313.0598,1,0.11116
16.779,81508,1367.6206,366.9564,2,72.8378,6.202,28.6665,0.1846,7.8801,17.9561,0.381653,15.0896,13.1432,33,1529.2373,1,0.219787
